"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"FetchSize",0.00000000e+00,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GL2C_EA_RDREQ_128B_sum",0.00000000e+00,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GL2C_EA_RDREQ_32B_sum",0.00000000e+00,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GL2C_EA_RDREQ_64B_sum",0.00000000e+00,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GL2C_EA_WRREQ_64B_sum",0.00000000e+00,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GRBM_COUNT",90714.000000,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GRBM_GUI_ACTIVE",90714.000000,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"MeanOccupancyPerCU",0.00000000e+00,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"SQC_LDS_BANK_CONFLICT",0.00000000e+00,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"SQC_LDS_IDX_ACTIVE",0.00000000e+00,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"SQ_INSTS_LDS",0.00000000e+00,12548028232100872,12548028232110935
1,1,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"SQ_WAVES_sum",16.000000,12548028232100872,12548028232110935
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"FetchSize",0.00000000e+00,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GL2C_EA_RDREQ_128B_sum",0.00000000e+00,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GL2C_EA_RDREQ_32B_sum",0.00000000e+00,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GL2C_EA_RDREQ_64B_sum",0.00000000e+00,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GL2C_EA_WRREQ_64B_sum",0.00000000e+00,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GRBM_COUNT",54561.000000,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"GRBM_GUI_ACTIVE",54561.000000,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"MeanOccupancyPerCU",0.00000000e+00,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"SQC_LDS_BANK_CONFLICT",0.00000000e+00,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"SQC_LDS_IDX_ACTIVE",0.00000000e+00,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"SQ_INSTS_LDS",0.00000000e+00,12548028232651092,12548028232653830
2,2,"Agent 1",1,290,290,512,6,"__amd_rocclr_copyBuffer",512,0,0,16,0,128,"SQ_WAVES_sum",16.000000,12548028232651092,12548028232653830
3,3,"Agent 1",1,290,290,256,53,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int, bool)#1})",128,0,0,32,0,128,"FetchSize",0.00000000e+00,12548028283530534,12548028283536285
3,3,"Agent 1",1,290,290,256,53,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int, bool)#1})",128,0,0,32,0,128,"GL2C_EA_RDREQ_128B_sum",0.00000000e+00,12548028283530534,12548028283536285
