reference_mode,candidate_mode,prompt_id,max_length,max_error,mean_error,mean_relative_error,top1_match,top10_overlap,kl_ref_to_out
fp16_hf,quarot_unfused,0,16,22.40234375,2.1314990520477295,13.096257209777832,0.0,0.0,12.373442649841309
fp16_hf,quarot_unfused,0,128,22.40234375,2.1314990520477295,13.096257209777832,0.0,0.0,12.373442649841309
fp16_hf,quarot_unfused,0,1024,22.40234375,2.1314990520477295,13.096257209777832,0.0,0.0,12.373442649841309
fp16_hf,quarot_unfused,1,16,13.35546875,2.08870530128479,5.058621883392334,0.0,0.0,4.210614204406738
fp16_hf,quarot_unfused,1,128,13.35546875,2.08870530128479,5.058621883392334,0.0,0.0,4.210614204406738
fp16_hf,quarot_unfused,1,1024,13.35546875,2.08870530128479,5.058621883392334,0.0,0.0,4.210614204406738
fp16_hf,quarot_unfused,2,16,13.21484375,2.0287930965423584,5.224006175994873,0.0,0.0,4.939215183258057
fp16_hf,quarot_unfused,2,128,13.21484375,2.0287930965423584,5.224006175994873,0.0,0.0,4.939215183258057
fp16_hf,quarot_unfused,2,1024,13.21484375,2.0287930965423584,5.224006175994873,0.0,0.0,4.939215183258057
