mode,batch,context_len,metric,mean,median,std,p50,p90,p95,min,max
fused_quarot,1,10,prefill_ms,63.82261149088542,63.853302001953125,0.36745826801432246,63.853302001953125,64.10967000325522,64.14171600341797,63.4407704671224,64.17376200358073
fused_quarot,1,10,decode_ms_per_token,40.691853841145836,40.673238118489586,0.09381553478751957,40.673238118489586,40.76951293945312,40.78154729207357,40.608741760253906,40.79358164469401
fused_quarot,1,128,prefill_ms,77.12670559353299,77.28973388671875,0.4127512659465176,77.28973388671875,77.40438232421874,77.41871337890626,76.65733846028645,77.43304443359375
fused_quarot,1,128,decode_ms_per_token,41.88440365261501,40.87541961669922,1.898092031756257,40.87541961669922,43.43419850667318,43.75404586791992,40.703898111979164,44.073893229166664
fused_quarot,1,1024,prefill_ms,225.3062744140625,225.27838134765625,0.0916501150396367,225.27838134765625,225.38258056640623,225.39560546874998,225.2318115234375,225.40863037109375
fused_quarot,1,1024,decode_ms_per_token,43.93351745605469,42.894195556640625,1.9083133314836163,42.894195556640625,45.48755086263021,45.811720275878905,42.770467122395836,46.1358896891276
fused_quarot,1,4096,prefill_ms,892.2254774305555,891.486328125,1.4626193083340273,891.486328125,893.4253906250001,893.6677734375,891.2799479166666,893.91015625
fused_quarot,1,4096,decode_ms_per_token,49.518103705512154,48.819437662760414,1.2397456818446484,48.819437662760414,50.52349039713542,50.73649698893229,48.785369873046875,50.949503580729164
fused_quarot,2,10,prefill_ms,68.80817159016927,68.70503234863281,3.4392043274251267,68.70503234863281,71.57923482259115,71.93851013183594,65.42169698079427,72.29778544108073
fused_quarot,2,10,decode_ms_per_token,42.15135531955295,41.19172922770182,1.732732547099597,41.19172922770182,43.55962270100912,43.85560938517252,41.110740661621094,44.15159606933594
fused_quarot,2,128,prefill_ms,90.91434054904514,90.7686258951823,0.3061531039732163,90.7686258951823,91.16663208007812,91.21638285319011,90.70826212565105,91.26613362630208
fused_quarot,2,128,decode_ms_per_token,41.593363444010414,41.58422597249349,0.1061443350633536,41.58422597249349,41.67987009684245,41.69182561238607,41.49208323160807,41.70378112792969
fused_quarot,2,1024,prefill_ms,381.415771484375,381.2251790364583,0.43691823517113243,381.2251790364583,381.7775227864583,381.8465657552083,381.1065266927083,381.9156087239583
fused_quarot,2,1024,decode_ms_per_token,44.40634324815538,43.99073791503906,1.3416649188986642,43.99073791503906,45.52345275878906,45.71504211425781,43.32166035970052,45.90663146972656
fused_quarot,2,4096,prefill_ms,1740.7196723090278,1741.7750651041667,2.5161925878445075,1741.7750651041667,1742.3840494791666,1742.4601725260418,1737.84765625,1742.5362955729167
fused_quarot,2,4096,decode_ms_per_token,49.29557800292969,49.28297424316406,0.17992225661609523,49.28297424316406,49.44177144368489,49.46162109375,49.1222890218099,49.4814707438151
fused_quarot,4,10,prefill_ms,73.69001770019531,70.88016764322917,5.7266426155925965,70.88016764322917,78.39912109375,79.3389902750651,69.91102600097656,80.2788594563802
fused_quarot,4,10,decode_ms_per_token,41.994995964898,41.93130238850912,0.12551269357014044,41.93130238850912,42.09792836507161,42.11875661214193,41.914100646972656,42.13958485921224
fused_quarot,4,128,prefill_ms,125.66609700520833,125.7269999186198,0.1115042652909807,125.7269999186198,125.73250935872397,125.73319803873699,125.5374043782552,125.73388671875
fused_quarot,4,128,decode_ms_per_token,42.54907565646701,42.114176432291664,0.7860841524166019,42.114176432291664,43.18804117838541,43.32227427164713,42.07654317220052,43.45650736490885
fused_quarot,4,1024,prefill_ms,761.8370496961805,761.9567057291666,0.3571210783292641,761.9567057291666,762.0865234375,762.1027506510417,761.4354654947916,762.1189778645834
fused_quarot,4,1024,decode_ms_per_token,44.28813171386719,43.95873006184896,0.6682371512712691,43.95873006184896,44.83744099934896,44.94727986653646,43.84854634602865,45.05711873372396
fused_quarot,4,4096,prefill_ms,3550.6729600694443,3550.9485677083335,1.072470233632149,3550.9485677083335,3551.454296875,3551.517513020833,3549.4895833333335,3551.5807291666665
fused_quarot,4,4096,decode_ms_per_token,50.09235975477431,50.19896443684896,0.1893952119315222,50.19896443684896,50.203334554036466,50.203880818684894,49.873687744140625,50.204427083333336
fused_quarot,8,10,prefill_ms,74.36705186631944,71.74216206868489,5.137146161170871,71.74216206868489,78.57748107910156,79.43189595540365,71.0726826985677,80.28631083170573
fused_quarot,8,10,decode_ms_per_token,43.009114583333336,42.84464009602865,0.3222902693541058,42.84464009602865,43.273294067382814,43.32687581380208,42.80224609375,43.38045756022135
fused_quarot,8,128,prefill_ms,219.49070909288193,219.46929931640625,0.22132854157516152,219.46929931640625,219.6714314778646,219.6966979980469,219.2808634440104,219.72196451822916
fused_quarot,8,128,decode_ms_per_token,43.243991427951386,43.24446105957031,0.0185006665407549,43.24446105957031,43.25869445800781,43.2604736328125,43.225260416666664,43.26225280761719
fused_quarot,8,1024,prefill_ms,1471.1896158854165,1470.7727864583333,0.8006014490249612,1470.7727864583333,1471.8446614583333,1471.9786458333333,1470.6834309895833,1472.1126302083333
fused_quarot,8,1024,decode_ms_per_token,45.22003682454427,45.195149739583336,0.05129927902455812,45.195149739583336,45.262255859375,45.270644124348955,45.18592834472656,45.279032389322914
fused_quarot,8,4096,prefill_ms,7288.922743055556,7288.885416666667,1.0571349747695384,7288.885416666667,7289.775520833334,7289.886783854166,7287.884765625,7289.998046875
fused_quarot,8,4096,decode_ms_per_token,52.578798082139755,52.517903645833336,0.1097012997982239,52.517903645833336,52.66793212890625,52.68668568929036,52.51305135091146,52.70543924967448
