variant,batch,initial_context_len,tokens,total_ms,decode_ms_per_token,tokens_per_second
unfused_INT4,1,128,32,3537.462890625,110.54571533203125,9.046031291185145
fused_current,1,128,32,1306.3641357421875,40.82387924194336,24.495467323756383
fused_hadacore256,1,128,32,1303.8646240234375,40.74576950073242,24.54242519538193
unfused_INT4,1,4096,32,3536.49853515625,110.51557922363281,9.048498021952714
fused_current,1,4096,32,1536.7835693359375,48.02448654174805,20.82271091291507
fused_hadacore256,1,4096,32,1539.4024658203125,48.106327056884766,20.787286437759427
