mode,batch,context_len,metric,mean,median,std,p50,p90,p95,min,max
fp16_hf,1,10,prefill_ms,42.011941528320314,41.34843444824219,1.2005355485356846,41.34843444824219,42.98791442871094,43.19284942626953,41.289605712890626,43.39778442382813
fp16_hf,1,10,decode_ms_per_token,40.037889607747395,39.96706848144531,0.2964231436236464,39.96706848144531,40.28406066894531,40.323684692382805,39.78329162597656,40.36330871582031
fp16_hf,1,128,prefill_ms,66.62113647460937,66.48341064453125,0.5675721740213748,66.48341064453125,67.09260009765624,67.16874877929688,66.13510131835938,67.2448974609375
fp16_hf,1,128,decode_ms_per_token,41.30166320800781,40.86607360839844,0.7678539437944384,40.86607360839844,41.92382263183593,42.05604125976562,40.85065612792969,42.18825988769531
