mode,batch,context_len,repeat,prefill_ms,decode_ms_per_token,decode_tokens_per_sec
fp16_hf,1,10,0,43.39778442382813,39.96706848144531,25.02059915813564
fp16_hf,1,10,1,41.34843444824219,39.78329162597656,25.136180520242537
fp16_hf,1,10,2,41.289605712890626,40.36330871582031,24.77497588318502
fp16_hf,1,128,0,66.13510131835938,40.86607360839844,24.47017566655801
fp16_hf,1,128,1,67.2448974609375,40.85065612792969,24.479410976126225
fp16_hf,1,128,2,66.48341064453125,42.18825988769531,23.70327675666143
